sample_code,date_sampling,sample_level,county,measurement,replicate,quality_score,detected_of_3_TechReps,value,gmean_value,gstd_value,gmean_value_upper,gmean_value_lower
S,2021-04-09,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 90.0]","[3, 3]","[53.641063896537524, 24.91334505743605]",36.55650877890852,1.719937875148787,62.87492403205389,21.25455186905871
S,2021-04-09,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[90.0, 90.0]","[3, 3]","[10518.139045478038, 23188.772562137587]",15617.385635967676,1.748949346017901,27314.016394535032,8929.581449300493
S,2021-04-12,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 95.0]","[3, 3]","[0.0027701401836325483, 0.0004840202177286616]",0.0011579308506213,3.433453265636595,0.0039757014604473,0.0003372496320862
S,2021-04-12,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[20.865805765176912, 11.873627405312705]",15.740165283990398,1.4898286728872312,23.45014955607308,10.565084140504933
S,2021-04-12,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[7532.400666386169, 24531.26330348659]",13593.35514339551,2.3045960439079844,31327.192486905547,5898.367819960665
S,2021-04-14,Influent,County 8,N1_per_PMMoV,['1'],[95.0],[3],[0.007520570748116669],0.0075205707481166,,,
S,2021-04-14,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,['1'],[95.0],[3],[62.620489233586554],62.62048923358655,,,
S,2021-04-14,Influent,County 8,pmmov_gc_per_mL,['1'],[95.0],[3],[8326.560753287005],8326.560753287004,,,
S,2021-04-16,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 95.0]","[3, 3]","[0.010663288854650283, 0.01843833771623049]",0.0140218872149136,1.4728944440363565,0.0206527597737507,0.0095199539055139
S,2021-04-16,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[66.64086578050217, 60.12977789612766]",63.30166236511684,1.0754074649376637,68.07508025041021,58.8629560692013
S,2021-04-16,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 95.0]","[3, 3]","[6249.560214383571, 3261.1279184455957]",4514.48948311247,1.5839616801819063,7150.778346834375,2850.125441540993
S,2021-04-19,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 80.0]","[3, 3]","[0.007613314948557979, nan]",0.0076133149485579,,,
S,2021-04-19,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[53.86566391083379, 42.09154179819422]",47.61605657748594,1.1905380671984769,56.688727965373424,39.99540870585853
S,2021-04-19,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[7075.191854638349, nan]",7075.191854638354,,,
S,2021-04-21,Influent,County 8,N1_per_PMMoV,"['1', '2']","[100.0, 80.0]","[3, 3]","[0.007923460004479169, nan]",0.0079234600044791,,,
S,2021-04-21,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[42.640521734921364, 41.055632078002624]",41.840573274789215,1.0271449657248282,42.97633420224053,40.734827771134974
S,2021-04-21,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[5381.553224325797, nan]",5381.5532243258,,,
S,2021-04-23,Influent,County 8,N1_per_PMMoV,"['1', '2']","[90.0, 95.0]","[3, 3]","[0.014941601808582283, 0.013432595932997048]",0.0141670215531149,1.0781883699427366,0.0152747178752966,0.0131396534669237
S,2021-04-23,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 95.0]","[3, 3]","[77.54132562093406, 86.57124821239591]",81.93198000199983,1.0810065173753745,88.56900436363067,75.7923090056166
S,2021-04-23,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[90.0, 95.0]","[3, 3]","[5189.626026333751, 6444.863572478529]",5783.289006430935,1.1655286548664288,6740.589056369253,4961.944935702768
S,2021-04-26,Influent,County 8,N1_per_PMMoV,"['1', '2']","[90.0, 100.0]","[3, 3]","[0.00031744001227235815, 0.005238624840498878]",0.0012895538506236,7.260087299267998,0.0093622735326347,0.0001776223614767
S,2021-04-26,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 100.0]","[3, 3]","[49.40753863433526, 67.25107858980745]",57.64295502163838,1.2436147531539374,71.68562928029833,46.35113476697651
S,2021-04-26,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[90.0, 100.0]","[3, 3]","[155643.70187821324, 12837.544324590932]",44699.92082437032,5.837890939180042,260953.2627626568,7656.861234658252
S,2021-04-28,Influent,County 8,N1_per_PMMoV,"['1', '2']","[100.0, 100.0]","[3, 3]","[0.0057151701806496405, 0.012952471636700399]",0.008603811926337,1.7834118350161814,0.0153441400156829,0.0048243550689787
S,2021-04-28,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 100.0]","[3, 3]","[59.06220726295678, 87.32832046008473]",71.81784849840206,1.3185568473157394,94.69591589705244,54.46700962844773
S,2021-04-28,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[100.0, 100.0]","[3, 3]","[10334.286713443626, 6742.21283084248]",8347.212737014941,1.352548309651399,11290.008477750189,6171.471050203243
S,2021-04-30,Influent,County 8,N1_per_PMMoV,"['1', '2']","[90.0, 95.0]","[3, 3]","[0.0017108280372316658, 0.0008285928968852283]",0.0011906216693149,1.6697185989537484,0.0019880031455724,0.0007130672617894
S,2021-04-30,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 95.0]","[3, 3]","[163.02997868756205, 47.45290693813421]",87.95593446031307,2.393384766303327,210.5123936432872,36.74960069047499
S,2021-04-30,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[90.0, 95.0]","[3, 3]","[95293.02486260688, 57269.26590429981]",73873.9573847353,1.4334060648321385,105891.37854843053,51537.35511324661
S,2021-05-03,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 100.0]","[3, 3]","[0.0005115169266477032, 0.0003384045477803274]",0.000416052465735,1.339281281417309,0.0005572112794464,0.0003106535359732
S,2021-05-03,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 100.0]","[3, 3]","[94.31056063917717, 38.38495022845142]",60.16731817317573,1.8882262203149984,113.60950778062552,31.864464927903853
S,2021-05-03,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 100.0]","[3, 3]","[184374.27136039163, 113429.1796024228]",144614.73763141746,1.4098802443626794,203889.46163022763,102572.35549590166
S,2021-05-05,Influent,County 8,N1_per_PMMoV,"['1', '2']","[100.0, 75.0]","[3, 3]","[0.0021554421890105204, nan]",0.0021554421890105,,,
S,2021-05-05,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 75.0]","[3, 3]","[35.54645732121058, 22.99203587104711]",28.588204242622844,1.3608114794862325,38.903156511258175,21.00820332101856
S,2021-05-05,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[100.0, 75.0]","[3, 3]","[16491.49186298918, nan]",16491.49186298919,,,
S,2021-05-07,Influent,County 8,N1_per_PMMoV,"['1', '2']","[90.0, 70.0]","[3, 3]","[0.0016269793184598587, nan]",0.0016269793184598,,,
S,2021-05-07,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 70.0]","[3, 3]","[43.260012936007875, 8.386564090487184]",19.04738488725249,3.190181573476523,60.76461629022811,5.970627203672132
S,2021-05-07,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[90.0, 70.0]","[3, 3]","[26589.15970545891, nan]",26589.159705458933,,,
S,2021-05-10,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 75.0]","[3, 3]","[0.014714316264884465, nan]",0.0147143162648844,,,
S,2021-05-10,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[58.88034696669291, 64.12355980724777]",61.44605317016086,1.0621757237859073,65.26650599980296,57.84923510692658
S,2021-05-10,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[4001.568670044842, nan]",4001.56867004484,,,
S,2021-05-12,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 80.0]","[3, 3]","[0.0022077480229323026, nan]",0.0022077480229323,,,
S,2021-05-12,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[19.240001503881203, 21.626274270168423]",20.39827319851825,1.086186702351533,22.1563330991642,18.77971176995367
S,2021-05-12,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[8714.76332626351, nan]",8714.763326263508,,,
S,2021-05-14,Influent,County 8,N1_per_PMMoV,['1'],[85.0],[3],[0.0023700860206210643],0.002370086020621,,,
S,2021-05-14,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,['1'],[85.0],[3],[29.314761321254228],29.314761321254224,,,
S,2021-05-14,Influent,County 8,pmmov_gc_per_mL,['1'],[85.0],[3],[12368.64867612379],12368.648676123796,,,
S,2021-05-17,Influent,County 8,N1_per_PMMoV,['1'],[80.0],[3],[0.0007699021585149497],0.0007699021585149,,,
S,2021-05-17,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,['1'],[80.0],[3],[37.4816179109057],37.481617910905705,,,
S,2021-05-17,Influent,County 8,pmmov_gc_per_mL,['1'],[80.0],[3],[48683.61193220098],48683.611932201,,,
S,2021-05-19,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 80.0]","[3, 3]","[0.00025400231406248525, nan]",0.0002540023140624,,,
S,2021-05-19,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[17.955909284808207, 112.40756609562982]",44.92638489506151,3.658245750854793,164.35175664362572,12.280854801666598
S,2021-05-19,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 80.0]","[3, 3]","[70691.9122019928, nan]",70691.91220199283,,,
S,2021-05-24,Influent,County 8,N1_per_PMMoV,"['1', '2']","[90.0, 80.0]","[3, 3]","[0.001352787890155037, nan]",0.001352787890155,,,
S,2021-05-24,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 80.0]","[3, 3]","[18.42252631262911, 35.681465662028494]",25.63869614531698,1.5959003152967648,40.91680326210932,16.065349382771036
S,2021-05-24,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[90.0, 80.0]","[3, 3]","[13618.192805169025, nan]",13618.192805169034,,,
S,2021-05-26,Influent,County 8,N1_per_PMMoV,"['1', '2']","[90.0, 70.0]","[3, 3]","[0.003196622404679322, nan]",0.0031966224046793,,,
S,2021-05-26,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 70.0]","[3, 3]","[45.86155674639685, 49.419553503757754]",47.60732776993665,1.0542549105549628,50.19025907985536,45.15732133974697
S,2021-05-26,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[90.0, 70.0]","[3, 3]","[14346.879593680875, nan]",14346.879593680864,,,
S,2021-05-28,Influent,County 8,N1_per_PMMoV,"['1', '2']","[85.0, 90.0]","[3, 3]","[0.0035262076434134262, 0.0046549716135258785]",0.0040514684354549,1.216980308145441,0.0049305573050214,0.0033291158520296
S,2021-05-28,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 90.0]","[3, 3]","[28.228046198007707, 21.965507188200036]",24.90066970326664,1.19407585988432,29.733288587623544,20.85350733552136
S,2021-05-28,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[85.0, 90.0]","[3, 3]","[8005.2138309933725, 4718.7199003266105]",6146.085080006471,1.453166807911052,8931.286836862746,4229.442240592844
S,2021-06-02,Influent,County 8,N1_per_PMMoV,"['1', '2']","[100.0, 80.0]","[3, 3]","[0.006662310249355751, nan]",0.0066623102493557,,,
S,2021-06-02,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[89.14483101250221, 57.97932132067854]",71.89267557513388,1.355513469696587,97.4514901146208,53.037226986188536
S,2021-06-02,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[13380.468287426658, nan]",13380.468287426647,,,
S,2021-06-04,Influent,County 8,N1_per_PMMoV,"['1', '2']","[85.0, 65.0]","[3, 3]","[0.0006082059709755154, nan]",0.0006082059709755,,,
S,2021-06-04,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 65.0]","[3, 3]","[12.650578072256247, 12.205665708212685]",12.42613081234885,1.0256394865932372,12.74473042671788,12.115495722208854
S,2021-06-04,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[85.0, 65.0]","[3, 3]","[20799.825513001288, nan]",20799.82551300129,,,
S,2021-06-07,Influent,County 8,N1_per_PMMoV,"['1', '2']","[80.0, 60.0]","[3, 3]","[0.0033366294536152537, nan]",0.0033366294536152,,,
S,2021-06-07,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[80.0, 60.0]","[3, 3]","[22.399124644050776, 16.906418890344252]",19.45993278532471,1.2200957019804242,23.742980352202625,15.949513430575903
S,2021-06-07,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[80.0, 60.0]","[3, 3]","[6713.099238448915, nan]",6713.099238448911,,,
S,2021-06-09,Influent,County 8,N1_per_PMMoV,"['1', '3']","[95.0, 70.0]","[3, 3]","[0.00031928378759099856, nan]",0.0003192837875909,,,
S,2021-06-09,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '3']","[95.0, 70.0]","[3, 3]","[21.942903984510234, 9.21149628550664]",14.217136791440986,1.847369397775572,26.26430343249726,7.6958819435679295
S,2021-06-09,Influent,County 8,pmmov_gc_per_mL,"['1', '3']","[95.0, 70.0]","[3, 3]","[68725.39363827335, nan]",68725.39363827331,,,
S,2021-06-11,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 70.0]","[3, 3]","[0.00457848944918031, nan]",0.0045784894491803,,,
S,2021-06-11,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[50.434023030494096, 29.42440795033137]",38.52260723556578,1.463774627992077,56.38841507552519,26.31730766395979
S,2021-06-11,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[11015.428470523904, nan]",11015.428470523895,,,
S,2021-06-14,Influent,County 8,N1_per_PMMoV,['3'],[100.0],[3],[0.000633613888200614],0.0006336138882006,,,
S,2021-06-14,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,['3'],[100.0],[3],[45.960700500919465],45.96070050091947,,,
S,2021-06-14,Influent,County 8,pmmov_gc_per_mL,['3'],[100.0],[3],[72537.39439241498],72537.39439241494,,,
S,2021-06-16,Influent,County 8,N1_per_PMMoV,"['1', '2']","[80.0, 70.0]","[3, 3]","[0.0015640176591110132, nan]",0.001564017659111,,,
S,2021-06-16,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[80.0, 70.0]","[3, 3]","[23.746149921591833, 171.52360515464736]",63.82025730983995,4.0477557160073205,258.3288113229626,15.766825319387562
S,2021-06-16,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[80.0, 70.0]","[3, 3]","[15182.788879180003, nan]",15182.788879180009,,,
S,2021-06-18,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 70.0]","[3, 3]","[0.003218277173765852, nan]",0.0032182771737658,,,
S,2021-06-18,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[36.07355163710353, 29.537227392879988]",32.64219198482119,1.1518354178325498,37.598432843806826,28.33928483137389
S,2021-06-18,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 70.0]","[3, 3]","[11208.96358186956, nan]",11208.963581869551,,,
S,2021-06-21,Influent,County 8,N1_per_PMMoV,"['1', '2']","[100.0, 80.0]","[3, 3]","[0.00437925857607813, nan]",0.0043792585760781,,,
S,2021-06-21,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[132.66672658124875, 94.22614499018302]",111.80641401197748,1.2737066428143105,142.40857223630272,87.78034930000547
S,2021-06-21,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[30294.335051587477, nan]",30294.33505158749,,,
S,2021-06-23,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 75.0]","[3, 3]","[0.0006911296798750538, nan]",0.000691129679875,,,
S,2021-06-23,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[15.771249041561278, 1.6836788382616015]",5.153030008085563,4.864405631493817,25.06642819058804,1.0593339450812025
S,2021-06-23,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[22819.52215452893, nan]",22819.522154528924,,,
S,2021-06-25,Influent,County 8,N1_per_PMMoV,"['1', '2']","[75.0, 70.0]","[3, 3]","[0.0003895038950371442, nan]",0.0003895038950371,,,
S,2021-06-25,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[75.0, 70.0]","[3, 3]","[8.23898262753858, 13.706056837670593]",10.626568786660366,1.433171404680203,15.22969451490884,7.414722867033179
S,2021-06-25,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[75.0, 70.0]","[3, 3]","[21152.50381964187, nan]",21152.503819641857,,,
S,2021-06-28,Influent,County 8,N1_per_PMMoV,"['1', '2']","[90.0, 65.0]","[3, 3]","[0.0035878069946028894, nan]",0.0035878069946028,,,
S,2021-06-28,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 65.0]","[3, 3]","[58.17637948664895, 153.25788289508696]",94.4245135260171,1.983640403005932,187.3042800643876,47.60162849220546
S,2021-06-28,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[90.0, 65.0]","[3, 3]","[16215.024825516877, nan]",16215.024825516886,,,
S,2021-06-30,Influent,County 8,N1_per_PMMoV,"['1', '2']","[80.0, 90.0]","[3, 3]","[nan, 0.0014644913620017685]",0.0014644913620017,,,
S,2021-06-30,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[80.0, 90.0]","[3, 3]","[25.11403189789613, 52.03093255392876]",36.14839553613202,1.6737470081901178,60.50326887947398,21.5972876182886
S,2021-06-30,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[80.0, 90.0]","[3, 3]","[nan, 35528.33011101497]",35528.33011101499,,,
S,2021-07-02,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 75.0]","[3, 3]","[0.0009990901134452389, nan]",0.0009990901134452,,,
S,2021-07-02,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[51.82836779964619, 49.83136960985065]",50.820060528293865,1.0281738898212105,52.25185931432527,49.42749571002137
S,2021-07-02,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[51875.56868211063, nan]",51875.56868211062,,,
S,2021-07-05,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 75.0]","[3, 3]","[0.004394461168695458, nan]",0.0043944611686954,,,
S,2021-07-05,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[88.79708860998855, 97.37493309984836]",92.98715267637212,1.067378688623824,99.2525050825694,87.11730304102367
S,2021-07-05,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[20206.593072785963, nan]",20206.593072785967,,,
S,2021-07-07,Influent,County 8,N1_per_PMMoV,"['1', '2']","[100.0, 80.0]","[3, 3]","[0.0011831347745225494, nan]",0.0011831347745225,,,
S,2021-07-07,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[70.48241165938114, 90.40829255321401]",79.82602641468124,1.192498102504388,95.19238502997254,66.94017059401358
S,2021-07-07,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[59572.59745646823, nan]",59572.59745646819,,,
S,2021-07-09,Influent,County 8,N1_per_PMMoV,"['1', '2']","[100.0, 80.0]","[3, 3]","[0.0013697122165197203, nan]",0.0013697122165197,,,
S,2021-07-09,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[52.97815088607018, 53.47065526379777]",53.22383340706042,1.0065646110613633,53.573227172572565,52.87671831710735
S,2021-07-09,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[38678.307930027455, nan]",38678.30793002748,,,
S,2021-07-12,Influent,County 8,N1_per_PMMoV,"['1', '2']","[90.0, 80.0]","[3, 3]","[0.0015583982123515247, nan]",0.0015583982123515,,,
S,2021-07-12,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 80.0]","[3, 3]","[53.081806225123415, 82.16000515120157]",66.03939334133246,1.3619105909832518,89.93974921366951,48.49025609945094
S,2021-07-12,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[90.0, 80.0]","[3, 3]","[34061.77304645795, nan]",34061.77304645795,,,
S,2021-07-14,Influent,County 8,N1_per_PMMoV,['1'],[100.0],[3],[0.004213367721311317],0.0042133677213113,,,
S,2021-07-14,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,['1'],[100.0],[3],[82.30594790791889],82.3059479079189,,,
S,2021-07-14,Influent,County 8,pmmov_gc_per_mL,['1'],[100.0],[3],[19534.480100470082],19534.480100470068,,,
S,2021-07-19,Influent,County 8,N1_per_PMMoV,"['1', '2']","[90.0, 80.0]","[3, 3]","[0.015606098278439881, nan]",0.0156060982784398,,,
S,2021-07-19,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 80.0]","[3, 3]","[173.7849527386299, 217.29642376648735]",194.3266547196556,1.1711645844999423,227.58849583200924,165.92599989063717
S,2021-07-19,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[90.0, 80.0]","[3, 3]","[11135.707954544736, nan]",11135.70795454474,,,
S,2021-07-21,Influent,County 8,N1_per_PMMoV,"['1', '2']","[90.0, 80.0]","[3, 3]","[0.008652168966417852, nan]",0.0086521689664178,,,
S,2021-07-21,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 80.0]","[3, 3]","[166.50960763487282, 179.05676936582384]",172.66925728534088,1.0527136206769423,181.77127901644968,164.02301052617403
S,2021-07-21,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[90.0, 80.0]","[3, 3]","[19244.840025796526, nan]",19244.840025796533,,,
S,2021-07-23,Influent,County 8,N1_per_PMMoV,"['1', '2']","[85.0, 75.0]","[3, 3]","[0.011325242458281058, nan]",0.011325242458281,,,
S,2021-07-23,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 75.0]","[3, 3]","[376.7484415728327, 167.3631442541416]",251.1051647706136,1.7749189123249145,445.6913059338258,141.47416145433837
S,2021-07-23,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[85.0, 75.0]","[3, 3]","[33266.258356999046, nan]",33266.25835699903,,,
S,2021-07-26,Influent,County 8,N1_per_PMMoV,['3'],[90.0],[3],[0.01334621068828534],0.0133462106882853,,,
S,2021-07-26,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,['3'],[90.0],[3],[183.95316900186685],183.9531690018669,,,
S,2021-07-26,Influent,County 8,pmmov_gc_per_mL,['3'],[90.0],[3],[13783.175861544887],13783.175861544894,,,
S,2021-07-28,Influent,County 8,N1_per_PMMoV,"['1', '2']","[100.0, 80.0]","[3, 3]","[0.04383824547081908, nan]",0.043838245470819,,,
S,2021-07-28,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[481.604120382599, 213.30670257167017]",320.51425376064293,1.7786625090463997,570.0866867790396,180.19958937149988
S,2021-07-28,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[10985.935116932968, nan]",10985.935116932964,,,
S,2021-07-30,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 75.0]","[3, 3]","[0.08482287883946586, nan]",0.0848228788394658,,,
S,2021-07-30,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[230.20206695507295, 316.25167238857915]",269.8180658552158,1.2517762901704137,337.75185749719844,215.5481518334905
S,2021-07-30,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[95.0, 75.0]","[3, 3]","[2713.914808182223, nan]",2713.9148081822245,,,
S,2021-08-04,Influent,County 8,N1_per_PMMoV,"['1', '2']","[100.0, 80.0]","[3, 3]","[0.10796450177752315, nan]",0.1079645017775231,,,
S,2021-08-04,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[800.5514094238193, 288.9798093676988]",480.98148996020416,2.0554651293210244,988.64068046207,234.0012890995068
S,2021-08-04,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[7414.950249791123, nan]",7414.950249791122,,,
S,2021-08-06,Influent,County 8,N1_per_PMMoV,"['1', '2']","[85.0, 75.0]","[3, 3]","[0.014950278217281825, nan]",0.0149502782172818,,,
S,2021-08-06,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[85.0, 75.0]","[3, 3]","[305.80990311602073, 412.2570508077389]",355.0665976495271,1.2351606573754044,438.56429216483815,287.4659223715957
S,2021-08-06,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[85.0, 75.0]","[3, 3]","[20455.131247157577, nan]",20455.13124715756,,,
S,2021-08-09,Influent,County 8,N1_per_PMMoV,"['1', '2']","[90.0, 80.0]","[3, 3]","[0.03027431628015483, nan]",0.0302743162801548,,,
S,2021-08-09,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[90.0, 80.0]","[3, 3]","[476.86447943304995, 550.9036691727374]",512.5489161219781,1.107444425973476,567.6194401980314,462.8213426343562
S,2021-08-09,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[90.0, 80.0]","[3, 3]","[15751.453311784295, nan]",15751.453311784284,,,
S,2021-08-11,Influent,County 8,N1_per_PMMoV,"['1', '2']","[100.0, 80.0]","[3, 3]","[0.011504271736177423, nan]",0.0115042717361774,,,
S,2021-08-11,Influent,County 8,SARS_CoV_2_N1_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[250.53533160087238, 291.18999983499936]",270.0988396263848,1.1121909549866609,300.40148638485783,242.852936732995
S,2021-08-11,Influent,County 8,pmmov_gc_per_mL,"['1', '2']","[100.0, 80.0]","[3, 3]","[21777.591606517362, nan]",21777.59160651736,,,
S,2021-08-13,Influent,County 8,N1_per_PMMoV,"['1', '2']","[95.0, 75.0]","[3, 3]","[0.005903270650942244, nan]",0.0059032706509422,,,
